message,priority,word_count,response_time_hours,customer_rating,department
"Please take a look. Morning, We are seeing occasional timeouts on the backup job. I have flagged this to my manager. Happy to give more information. Regards.",medium,27,36.0,,operations
"Idea for later. Hello, Small suggestion about the parking spreadsheet for whenever you get to it. No rush at all. Thanks in advance.",low,23,54.4,3,engineering
"Please take a look. Hey, the support desk would like an update on the the login page issue from last week. Deadline is tonight. Whenever you get a chance. Logged this at 16:18 today. Thanks.",medium,35,25.2,,support
"Idea for later. Good morning, No action needed right now, just noting the notice board. No rush at all. It might just be me.",low,24,22.6,,sales
"Question about the warehouse scanners. Hi team, A few people in the whole office have mentioned the warehouse scanners being awkward. This is affecting all customers. Regards.!!!!!!!",medium,27,36.1,1,support
Idea for later. Just noticed the font on the intranet looks a bit out of date. Needs resolving within the hour. Logged this at 16:53 today. Thanks in advance.,low,29,93.6,5,hr
"Question  about  the  customer portal. Team, Could someone check the customer portal? all customers reported something odd. We need this fixed by end of day. Many thanks.",medium,27,27.9,,engineering
Issue report. A few people in the whole office have mentioned the API gateway being awkward. Logged this at 15:20 today. Cheers. NEEDS LOOKING AT IMMEDIATELY. !!!,medium,,35.5,,engineering
"Idea for later. Good morning, Just noticed the notice board looks a bit out of date. Many thanks.",low,18,94.8,3,engineering
"Small suggestion. Hey, Would be nice to tidy up the staff photo page when there is time. No hurry. Thanks.",low,20,35.9,,finance
"OUTAGE - the warehouse scanners. Hi, the warehouse scanners is offline company-wide and nothing is going through! Please action right away. The whole company is affected. We need this fixed by end of day. Thanks in advance.",high,37,,,support
"OUTAGE - the mobile app. Hello, the mobile app is offline company-wide and nothing is going through! Needs looking at immediately. The whole company is affected. Let me know.",critical,29,3.0,,
"Issue  report.  Hello,  A few people in all customers have mentioned the print server being awkward. Many thanks.",medium,18,39.2,,support
"Emergency. Morning, We have a full outage on the CRM affecting the sales team! Everyone is impacted. Not totally sure. Thanks.!!!!!!!",critical,21,3.5,,finance
"Question about the HR system. Hey, Could someone check the HR system? the support desk reported something odd. Cheers.",medium,19,12.8,,hr
  the email server problem. Errors on the email server are now stopping our EU users from processing anything. This affects every branch. Ticket reference REF-97796. Thank you.   ,high,27,4.7,,engineering
"Need help <b>with</b> the customer portal. Hey, We have lost access to the customer portal and the whole office is stuck. This AFFECTS every branch. Needs resolving within the hour. Let me know if you need more detail. Many thanks.",high,40,3.2,,sales
Need  help  with  the checkout page. We have lost access to the checkout page and the warehouse is stuck. Thanks.,high,20,4.3,4,sales
"the mobile app not working. Hi, We have lost access to the mobile app and the night shift is stuck. We need this ASAP. Thank you.",high,26,9.3,,support
"Minor thing. Hello, Small suggestion about a typo on the about page for whenever you get to it. Low priority I imagine. Logged this at 17:56 today. Many thanks.!!!!!!!",low,29,47.2,,engineering
"Idea for later. Hi, Could someone update my desk chair at some point? Not totally sure.",low,16,30.7,,support
"Slow performance. Good morning, We are seeing occasional timeouts on the mobile app! We need this ASAP. Only if you have time. Not totally sure. Happy to give more information. Cheers.",medium,31,34.5,1,operations
"Issue report. <b>Morning,</b> the HR system threw an error once this morning but recovered. Thanks in advance.",medium,17,14.4,4,engineering
"the mobile app FULL OUTAGE. Hi team, the mobile app is offline company-wide and nothing is going through. We NEED this ASAP. This affects every branch. Could be nothing. Let me know if you need more detail. Many thanks.",critical,39,2.0,2,operations
"  Question about the VPN. Hello, the sales team would like an update on the the VPN issue from last week. Let me know if you need more detail. Thanks.   ",medium,29,13.2,5,support
Question about the mobile app. the mobile app threw an error once this morning but recovered. Deadline is tonight. Many thanks.,medium,21,18.1,,engineering
"Idea for later. Hi team, Small suggestion about the meeting room projector for whenever you get to it. Only if you have time. Many thanks.",low,25,19.9,,sales
"  Blocked - the checkout page. Hi, Errors on the checkout page are now stopping the whole office from processing anything. We need this ASAP. This affects every branch. Appreciate it.   ",high,,8.1,,support
"Idea for later. Good morning, Is there any chance we could look at the office plant rota eventually? Low priority I imagine. It might just be me. I have restarted my machine already. Appreciate it.",low,35,,3,engineering
"the reporting database not working. Hi, the reporting database is rejecting valid requests and the night shift has no workaround. This is affecting all customers. Thanks in advance.",high,28,2.6,3,hr
"Minor thing. Morning, Could someone update the office plant rota at some point? No hurry. I think, anyway. Let me know if you need more detail. Let me know.",low,,21.6,,finance
,medium,15,14.4,,support
"Idea for later. Hello, Is there any chance we could look at the meeting room projector eventually? Only if you have time. I have restarted my machine already. Thank you.",low,30,36.8,,support
"Please take a look. Good morning, the reporting database is running slower than usual for the support desk. Thanks.",medium,19,28.5,,support
"Blocked - the API gateway. Hey, the API gateway is rejecting valid requests and the finance team has no workaround. Needs looking at immediately. All users are hitting this. I have restarted my machine already. Regards.",high,36,7.9,,support
"When  you  get  a chance. No action needed right now, just noting the office plant rota. No hurry. PLEASE TREAT AS TOP PRIORITY. !!!",low,24,,1,engineering
"Issue report. Hello, We are seeing occasional timeouts on the mobile app! Appreciate it.",medium,14,33.7,,sales
"  URGENT: the warehouse scanners down. Hey, the warehouse SCANNERS is completely down and everyone cannot work at all. This is time critical. We need this fixed by end of day. Ticket reference REF-83127. Appreciate it.   ",critical,35,0.2,3,finance
"the payment <b>gateway</b> not working. Hi all, the payment gateway is rejecting valid requests and the warehouse has no workaround! This is time critical. I can send a screenshot if that helps. Thank you. Only if you have time.",high,39,7.5,4,engineering
"the booking system problem. Hey, Errors on the booking system are now stopping the finance team from processing anything! Please action right away. Many thanks.",high,25,11.5,,
"  Repeated failures. Good morning, the payment gateway has been unavailable for over an hour and the whole office is affected. This is urgent. All users are hitting this. I have flagged this to my manager. Let me know.   ",high,,,4,engineering
